symbol,name,price,exchange
9666.HK,JINKE SERVICES,62.5,
PVT.V,PIVOTREE INC,13.19,
OZON,CYCLOPSS CORP,43.81,
NGS.AX,NGSLTD FPO,0.27,
OTRAU,OTR Acquisition Corp.,10.55,
JUPW,"Jupiter Wellness, Inc.",4.8201,
CONXU,CONX Corp.,10.56,
0005.HK,HSBC HOLDINGS,40.45,
0001.HK,CKH HOLDINGS,55.65,
1795.HK,YADONG GROUP,0.79,
BHSEU,Bull Horn Holdings Corp.,11.38,
6900.HK,SUNKWAN PPT,2.33,
UNI.AX,Universal Store Hldg Ltd,5.51,
2599.HK,SHINSUN HOLD GP,5.5,
6996.HK,ANTENGENE-B,17.32,
1516.HK,SUNAC SERVICES,16.86,
BWACU,BETTER WORLD ACQUISITION CORP.,11.07,
HXL.AX,Hexima Ltd,0.18,
HFEN,HF Enterprises Inc.,6.08,
MZH.SI,Nanofilm,4.74,
LSF,"Laird Superfood, Inc.",44.44,ASE
KKO.AX,Kinetiko Energy Ltd,0.15,ASX
IKW.AX,Ikwezi Mining Ltd,0.004,ASX
IMA.AX,Image Resources NL,0.185,ASX
IBX.AX,Imagion Biosystems Ltd,0.14,ASX
IMD.AX,Imdex Ltd,1.7,ASX
IME.AX,ImExHS Ltd,1.73,ASX
IMC.AX,Immuron Ltd,0.215,ASX
IMM.AX,Immutep Ltd,0.415,ASX
IPT.AX,Impact Minerals Ltd,0.019,ASX
IPD.AX,ImpediMed Ltd,0.12,ASX
IMS.AX,Impelus Ltd,0.005,ASX
IPC.AX,Imperial Pacific Ltd,1.05,ASX
IMR.AX,Imricor Medical Systems Inc,2.3,ASX
AIA.AX,Auckland International Airport Ltd,7.11,ASX
IMU.AX,Imugene Ltd,0.1,ASX
ILU.AX,Iluka Resources Ltd,6.59,ASX
IKE.AX,Ikegps Group Ltd,1.0,ASX
IGO.AX,IGO Ltd,6.72,ASX
IGN.AX,Ignite Ltd,0.041,ASX
HPI.AX,Hotel Property Investments Ltd,3.24,ASX
HCH.AX,Hot Chili Ltd,0.042,ASX
HOR.AX,Horseshoe Metals Ltd,0.012,ASX
HZN.AX,Horizon Oil Ltd,0.062,ASX
HRZ.AX,Horizon Minerals Ltd,0.115,ASX
HRN.AX,Horizon Gold Ltd,0.5,ASX
HSC.AX,Homestay Care Ltd,0.017,ASX
HMC.AX,Home Consortium Ltd,3.96,ASX
HCT.AX,Holista CollTech Ltd,0.072,ASX
HIT.AX,Hitech Group Australia Ltd,1.91,ASX
HIP.AX,Hipo Resources Ltd,0.017,ASX
HIL.AX,Hills Ltd,0.165,ASX
HGO.AX,Hillgrove Resources Ltd,0.033,ASX
HFR.AX,Highfield Resources Ltd,0.655,ASX
HPR.AX,High Peak Royalties Ltd,0.08,ASX
HWH.AX,Houston We Have Ltd,0.044,ASX
ICG.AX,Inca Minerals Ltd,0.058,ASX
HRL.AX,HRL Holdings Ltd,0.135,ASX
HUB.AX,Hub24 Ltd,21.73,ASX
IDT.AX,IDT Australia Ltd,0.187,ASX
IEL.AX,IDP Education Ltd,20.63,ASX
ID8.AX,Identitii Ltd,0.16,ASX
ICS.AX,ICSGlobal Ltd,2.06,ASX
ICN.AX,Icon Energy Ltd,0.018,ASX
ICT.AX,iCollege Ltd,0.096,ASX
ICE.AX,Icetana Ltd,0.16,ASX
ICQ.AX,Icar Asia Ltd,0.37,ASX
ICI.AX,iCandy Interactive Ltd,0.135,ASX
IS3.AX,I Synergy Group Ltd,0.065,ASX
HCD.AX,Hydrocarbon Dynamics Ltd,0.026,ASX
HYD.AX,Hydrix Ltd,0.255,ASX
HTA.AX,Hutchison Telecommunications (Australia) Ltd,0.145,ASX
HUO.AX,Huon Aquaculture Group Ltd,2.72,ASX
HGL.AX,Hudson Investment Group Ltd,0.305,ASX
HT1.AX,HT&E Ltd,1.85,ASX
IHL.AX,Incannex Healthcare Ltd,0.15,ASX
ING.AX,Inghams Group Ltd,3.18,ASX
IPL.AX,Incitec Pivot Ltd,2.28,ASX
IOD.AX,Iodm Ltd,0.16,ASX
INR.AX,Ioneer Ltd,0.275,ASX
IXR.AX,Ionic Rare Earths Ltd,0.017,ASX
IFL.AX,IOOF Holdings Ltd,3.55,ASX
IPB.AX,IPB Petroleum Ltd,0.04,ASX
IPH.AX,IPH Ltd,6.57,ASX
IQ3.AX,iQ3Corp Ltd,0.3,ASX
IRE.AX,Iress Ltd,10.72,ASX
ATU.AX,Atrum Coal Ltd,0.28,ASX
IRD.AX,Iron Road Ltd,0.17,ASX
IBC.AX,Ironbark Capital Ltd,0.49,ASX
IBG.AX,Ironbark Zinc Ltd,0.023,ASX
IVC.AX,InvoCare Ltd,11.64,ASX
ISU.AX,iSelect Ltd,0.295,ASX
ICU.AX,Isentric Ltd,0.125,ASX
AMS.AX,Atomos Ltd,0.965,ASX
ISX.AX,iSignthis Ltd,1.07,ASX
IGL.AX,IVE Group Ltd,1.415,ASX
IXU.AX,IXUP Ltd,0.077,ASX
JKA.AX,Jacka Resources Ltd,771087.0,ASX
JDR.AX,Jadar Resources Ltd,0.026,ASX
JHX.AX,James Hardie Industries PLC,38.74,ASX
JAL.AX,Jameson Resources Ltd,0.11,ASX
AT1.AX,Atomo Diagnostics Ltd,0.31,ASX
JAN.AX,Janison Education Group Ltd,0.575,ASX
JHC.AX,Japara Healthcare Ltd,0.62,ASX
ISD.AX,Isentia Group Ltd,0.115,ASX
INP.AX,Incentiapay Ltd,0.027,ASX
IVQ.AX,Invitrocue Ltd,0.06,ASX
IVO.AX,Invigor Group Ltd,0.025,ASX
IDA.AX,Indiana Resources Ltd,0.058,ASX
IDZ.AX,Indoor Skydive Australia Group Ltd,0.014,ASX
IFN.AX,Infigen Energy Ltd,0.93,ASX
INF.AX,Infinity Lithium Corporation Ltd,0.17,ASX
IFM.AX,Infomedia Ltd,1.905,ASX
IFT.AX,Infratil Ltd,7.125,ASX
INA.AX,Ingenia Communities Group,5.0,ASX
HGM.AX,High Grade Metals Ltd,0.008,ASX
IAG.AX,Insurance Australia Group Ltd,4.72,ASX
ITG.AX,Intega Group Ltd,0.285,ASX
IDX.AX,Integral Diagnostics Ltd,4.26,ASX
IGE.AX,Integrated Green Energy Solutions Ltd,0.13,ASX
IVX.AX,Invion Ltd,0.01,ASX
IP1.AX,Integrated Payment Technologies Ltd,0.031,ASX
ICR.AX,Intelicare Holdings Ltd,0.25,ASX
IHR.AX,Intellihr Ltd,0.54,ASX
IEQ.AX,International Equities Corporation Ltd,0.035,ASX
IAM.AX,Intiger Group Ltd,0.004,ASX
IEC.AX,Intra Energy Corporation Ltd,0.009,ASX
IVT.AX,Inventis Ltd,0.01,ASX
IAP.AX,Investec Australia Property Fund,1.285,ASX
IVR.AX,Investigator Resources Ltd,0.086,ASX
INV.AX,Investsmart Group Ltd,0.082,ASX
IXC.AX,Invex Therapeutics Ltd,0.755,ASX
IVZ.AX,Invictus Energy Ltd,0.053,ASX
AUB.AX,AUB Group Ltd,16.03,ASX
IRI.AX,Integrated Research Ltd,2.67,ASX
HHY.AX,HHY Fund,0.045,ASX
HXG.AX,Hexagon Energy Materials Ltd,0.056,ASX
JAT.AX,Jatcorp Ltd,0.023,ASX
AEE.AX,Aura Energy Ltd,0.004,ASX
GRB.AX,Gage Roads Brewing Co Ltd,0.066,ASX
GLN.AX,Galan Lithium Ltd,0.37,ASX
GXY.AX,Galaxy Resources Ltd,2.31,ASX
GAP.AX,Gale Pacific Ltd,0.36,ASX
G1A.AX,Galena Mining Ltd,0.305,ASX
GLL.AX,Galilee Energy Ltd,0.68,ASX
GAL.AX,Galileo Mining Ltd,0.24,ASX
GDF.AX,Garda Diversified Property Fund,1.225,ASX
GGX.AX,Gas2grid Ltd,0.002,ASX
GCY.AX,Gascoyne Resources Ltd,0.47,ASX
GML.AX,Gateway Mining Ltd,0.036,ASX
GBM.AX,GBM Gold Ltd,0.008,ASX
GBZ.AX,GBM Resources Ltd,0.14,ASX
GEM.AX,G8 Education Ltd,1.195,ASX
GDI.AX,GDI Property Group Ltd,1.23,ASX
GNE.AX,Genesis Energy Ltd,3.42,ASX
GMD.AX,Genesis Minerals Ltd,0.078,ASX
GES.AX,Genesis Resources Ltd,0.013,ASX
GSS.AX,Genetic Signatures Ltd,2.01,ASX
GTG.AX,Genetic Technologies Ltd,0.008,ASX
GNX.AX,Genex Power Ltd,0.24,ASX
GTK.AX,Gentrack Group Ltd,1.455,ASX
GMA.AX,Genworth Mortgage Insurance Australia Ltd,2.48,ASX
GPR.AX,Geopacific Resources Ltd,0.45,ASX
GSW.AX,GetSwift Ltd,0.29,ASX
AU8.AX,Aumake International Ltd,0.074,ASX
GIB.AX,GIBB River Diamonds Ltd,0.085,ASX
GLA.AX,Gladiator Resources Ltd,0.014,ASX
GC1.AX,Glennon Small Companies Ltd,0.76,ASX
GDG.AX,Generation Development Group Ltd,0.68,ASX
AKN.AX,Auking Mining Ltd,0.002,ASX
GUD.AX,GUD Holdings Ltd,11.66,ASX
FYI.AX,FYI Resources Ltd,0.275,ASX
FZR.AX,Fitzroy River Corporation Ltd,0.185,ASX
FSI.AX,Flagship Investments Ltd,2.4,ASX
FGO.AX,Flamingo AI Ltd,0.003,ASX
FWD.AX,Fleetwood Corp Ltd,2.16,ASX
FBU.AX,Fletcher Building Ltd,5.34,ASX
FXL.AX,FlexiGroup Ltd,1.24,ASX
FRX.AX,FLEXIROAM Ltd,0.021,ASX
FLT.AX,Flight Centre Travel Group Ltd,16.0,ASX
FMS.AX,Flinders Mines Ltd,1.01,ASX
FLC.AX,Fluence Corporation Ltd,0.22,ASX
FML.AX,Focus Minerals Ltd,0.395,ASX
FSF.AX,Fonterra Shareholders' Fund,4.2,ASX
FOR.AX,Forager Australian Shares Fund,1.385,ASX
4CE.AX,Force Commodities Ltd,0.022,ASX
GMV.AX,G Medical Innovations Holdings Ltd,0.039,ASX
FMG.AX,Fortescue Metals Group Ltd,24.8,ASX
FNP.AX,Freedom Foods Group Ltd,3.01,ASX
FIG.AX,Freedom Insurance Group Ltd,0.02,ASX
FDM.AX,Freedom Oil and Gas Ltd,0.011,ASX
FHS.AX,Freehill Mining Ltd,0.062,ASX
FLN.AX,Freelancer Ltd,0.495,ASX
FPL.AX,Fremont Petroleum Corporation Ltd,0.003,ASX
FDX.AX,Frontier Diamonds Ltd,3852330.0,ASX
FDV.AX,Frontier Digital Ventures Ltd,1.49,ASX
FNT.AX,Frontier Resources Ltd,0.015,ASX
FGL.AX,Frugl Group Ltd,0.037,ASX
FSA.AX,FSA Group Ltd,1.16,ASX
FUN.AX,Funtastic Ltd,0.081,ASX
FGG.AX,Future Generation Global Investment Company Ltd,1.485,ASX
FGX.AX,Future Generation Investment Company Ltd,1.26,ASX
FFL.AX,Founders First Ltd,0.37,ASX
HNG.AX,HGL Ltd,0.18,ASX
GLE.AX,GLG Corp Ltd,0.12,ASX
AKP.AX,Audio Pixels Holdings Ltd,24.99,ASX
GTR.AX,GTI Resources Ltd,0.022,ASX
GTN.AX,Gtn Ltd,0.45,ASX
ACP.AX,Audalia Resources Ltd,0.028,ASX
GMC.AX,Gulf Manganese Corporation Ltd,0.005,ASX
GUL.AX,Gullewa Ltd,0.11,ASX
GWA.AX,GWA Group Ltd,3.52,ASX
GWR.AX,GWR Group Ltd,0.45,ASX
HMX.AX,Hammer Metals Ltd,0.035,ASX
HHM.AX,Hampton Hill Mining NL,0.025,ASX
HNR.AX,Hannans Ltd,0.005,ASX
HSN.AX,Hansen Technologies Ltd,3.71,ASX
HVM.AX,Happy Valley Nutrition Ltd,0.165,ASX
HT8.AX,Harris Technology Group Ltd,0.195,ASX
HTG.AX,Harvest Technology Group Ltd,0.31,ASX
GCI.AX,Gryphon Capital Income Trust,2.0,ASX
HVN.AX,Harvey Norman Holdings Ltd,4.78,ASX
HAV.AX,Havilah Resources Ltd,0.17,ASX
HWK.AX,Hawkstone Mining Ltd,0.01,ASX
HAW.AX,Hawthorn Resources Ltd,0.125,ASX
HZR.AX,Hazer Group Ltd,0.79,ASX
HLS.AX,Healius Ltd,3.77,ASX
HLA.AX,Healthia Ltd,1.32,ASX
HGH.AX,Heartland Group Holdings Ltd,1.57,ASX
AVC.AX,Auctus Investment Group Ltd,0.75,ASX
HM1.AX,Hearts and Minds Investments Ltd,4.4,ASX
HE8.AX,Helios Energy Ltd,0.15,ASX
HLX.AX,Helix Resources Ltd,0.01,ASX
HLO.AX,Helloworld Travel Ltd,2.54,ASX
HMD.AX,Hera Med Ltd,0.11,ASX
HRR.AX,Heron Resources Ltd,0.053,ASX
HAS.AX,Hastings Technology Metals Ltd,0.185,ASX
GEV.AX,Global Energy Ventures Ltd,0.078,ASX
GOZ.AX,Growthpoint Properties Australia Ltd,3.51,ASX
GGG.AX,Greenland Minerals Ltd,0.28,ASX
GLH.AX,Global Health Ltd,0.47,ASX
GFL.AX,Global Masters Fund Ltd,2.16,ASX
GLV.AX,Global Oil & Gas Ltd,0.01,ASX
GVF.AX,Global Value Fund Ltd,1.07,ASX
GLB.AX,Globe International Ltd,3.35,ASX
GBE.AX,Globe Metals and Mining Ltd,0.042,ASX
GME.AX,GME Resources Ltd,0.055,ASX
GRL.AX,Godolphin Resources Ltd,0.24,ASX
GMN.AX,Gold Mountain Ltd,0.043,ASX
AD8.AX,Audinate Group Ltd,8.28,ASX
GOR.AX,Gold Road Resources Ltd,1.4,ASX
GCR.AX,Golden Cross Resources Ltd,0.019,ASX
GED.AX,Golden Deeps Ltd,0.011,ASX
G88.AX,Golden Mile Resources Ltd,0.055,ASX
GRV.AX,Greenvale Energy Ltd,0.125,ASX
GMR.AX,Golden Rim Resources Ltd,0.01,ASX
GMG.AX,Goodman Group,19.36,ASX
GOO.AX,Gooroo Ventures Ltd,0.057,ASX
GOW.AX,Gowing Bros Ltd,2.04,ASX
GPS.AX,GPS Alliance Holdings Ltd,0.041,ASX
GPT.AX,GPT Group,4.54,ASX
GNG.AX,GR Engineering Services Ltd,1.22,ASX
GNC.AX,Graincorp Ltd,4.28,ASX
GGE.AX,Grand Gulf Energy Ltd,0.009,ASX
GRR.AX,Grange Resources Ltd,0.295,ASX
GPX.AX,Graphex Mining Ltd,0.051,ASX
GBR.AX,Great Boulder Resources Ltd,0.051,ASX
GNM.AX,Great Northern Minerals Ltd,0.012,ASX
GSN.AX,Great Southern Mining Ltd,0.083,ASX
GTE.AX,Great Western Exploration Ltd,0.21,ASX
GSM.AX,Golden State Mining Ltd,0.2,ASX
JXT.AX,Jaxsta Ltd,0.082,ASX
JLG.AX,Johns Lyng Group Ltd,3.22,ASX
ATP.AX,Atlas Pearls Ltd,0.013,ASX
AJJ.AX,Asian American Medical Group Ltd,0.065,ASX
MAT.AX,Matsa Resources Ltd,0.105,ASX
MXR.AX,Maximus Resources Ltd,0.17,ASX
MXI.AX,MaxiTRANS Industries Ltd,0.29,ASX
MFD.AX,Mayfield Childcare Ltd,0.89,ASX
MYX.AX,Mayne Pharma Group Ltd,0.35,ASX
MRL.AX,Mayur Resources Ltd,0.35,ASX
MCM.AX,MC Mining Ltd,0.17,ASX
MCB.AX,MCB Resources Ltd,0.0,ASX
MEA.AX,Mcgrath Ltd,0.46,ASX
MMS.AX,Mcmillan Shakespeare Ltd,12.31,ASX
MOT.AX,MCP Income Opportunities Trust,1.975,ASX
MXT.AX,MCP Master Income Trust,2.04,ASX
MCP.AX,McPherson's Ltd,1.425,ASX
MSG.AX,MCS Services Ltd,0.039,ASX
MMR.AX,MEC Resources Ltd,0.004,ASX
MDR.AX,Medadvisor Ltd,0.36,ASX
MPL.AX,Medibank Private Ltd,3.04,ASX
MEB.AX,Medibio Ltd,0.009,ASX
MVP.AX,Medical Developments International Ltd,6.64,ASX
MGZ.AX,Medigard Ltd,0.02,ASX
MPH.AX,Mediland Pharm Ltd,0.07,ASX
MDC.AX,Medlab Clinical Ltd,0.255,ASX
MML.AX,Medusa Mining Ltd,0.79,ASX
MP1.AX,Megaport Ltd,14.21,ASX
MJC.AX,Mejority Capital Ltd,0.05,ASX
MAY.AX,Melbana Energy Ltd,0.012,ASX
MCE.AX,Matrix Composites & Engineering Ltd,0.15,ASX
MZZ.AX,Matador Mining Ltd,0.385,ASX
MYE.AX,Mastermyne Group Ltd,0.66,ASX
MQR.AX,Marquee Resources Ltd,0.072,ASX
MLD.AX,MACA Ltd,1.21,ASX
M7T.AX,Mach7 Technologies Ltd,1.2,ASX
MAH.AX,Macmahon Holdings Ltd,0.265,ASX
MQG.AX,Macquarie Group Ltd,140.0,ASX
MAQ.AX,Macquarie Telecom Group Ltd,52.15,ASX
MAD.AX,Mader Group Ltd,0.98,ASX
MFG.AX,Magellan Financial Group Ltd,53.02,ASX
MGG.AX,Magellan Global Trust,1.825,ASX
MHH.AX,Magellan High Conviction Trust,1.44,ASX
MAG.AX,Magmatic Resources Ltd,0.165,ASX
MAU.AX,Magnetic Resources NL,1.17,ASX
MGT.AX,Magnetite Mines Ltd,0.013,ASX
MNS.AX,Magnis Energy Technologies Ltd,0.185,ASX
MEM.AX,Memphasys Ltd,0.125,ASX
MGU.AX,Magnum Mining and Exploration Ltd,0.052,ASX
MAI.AX,Mainstream Group Holdings Ltd,1.0,ASX
MKG.AX,Mako Gold Ltd,0.11,ASX
MAR.AX,Malachite Resources Ltd,0.053,ASX
MLL.AX,Mali Lithium Ltd,0.155,ASX
MTL.AX,Manalto Ltd,0.001,ASX
MSR.AX,Manas Resources Ltd,0.007,ASX
MAN.AX,Mandrake Resources Ltd,0.099,ASX
MHC.AX,Manhattan Corp Ltd,0.027,ASX
MKR.AX,Manuka Resources Ltd,0.425,ASX
MEY.AX,Marenica Energy Ltd,0.145,ASX
MCX.AX,Mariner Corporation Ltd,0.03,ASX
MMM.AX,Marley Spoon AG,2.71,ASX
MEU.AX,Marmota Ltd,0.047,ASX
MGL.AX,Magontec Ltd,0.018,ASX
M8S.AX,M8 Sustainable Ltd,0.059,ASX
MHI.AX,Merchant House International Ltd,0.04,ASX
MEZ.AX,Meridian Energy Ltd,7.05,ASX
MEP.AX,Minotaur Exploration Ltd,0.185,ASX
MRR.AX,Minrex Resources Ltd,0.026,ASX
MNW.AX,Mint Payments Ltd,0.01,ASX
MIR.AX,Mirrabooka Investments Ltd,3.3,ASX
MGR.AX,Mirvac Group,2.65,ASX
MSV.AX,Mitchell Services Ltd,0.56,ASX
MTH.AX,Mithril Resources Ltd,0.023,ASX
MRM.AX,MMA Offshore Ltd,0.031,ASX
MMJ.AX,MMJ Group Holdings Ltd,0.13,ASX
MNF.AX,MNF Group Ltd,4.4,ASX
MBM.AX,Mobecom Ltd,0.042,ASX
MOB.AX,Mobilicom Ltd,0.082,ASX
AVA.AX,Ava Risk Group Ltd,0.59,ASX
MOH.AX,Moho Resources Ltd,0.093,ASX
MPO.AX,Molopo Energy Ltd,0.14,ASX
MND.AX,Monadelphous Group Ltd,13.74,ASX
MA1.AX,Monash Absolute Investment Company Ltd,1.34,ASX
MVF.AX,Monash IVF Group Ltd,0.79,ASX
MNY.AX,Money3 Corp Ltd,2.86,ASX
MME.AX,Moneyme Ltd,1.47,ASX
AFA.AX,ASF Group Ltd,0.062,ASX
MRZ.AX,Mont Royal Resources Ltd,0.275,ASX
AJY.AX,Asaplus Resources Ltd,0.12,ASX
MRV.AX,Moreton Resources Ltd,0.003,ASX
MEC.AX,Morphic Ethical Equities Fund Ltd,1.035,ASX
MOC.AX,Mortgage Choice Ltd,1.48,ASX
MOZ.AX,Mosaic Brands Ltd,0.82,ASX
MIN.AX,Mineral Resources Ltd,38.47,ASX
MRC.AX,Mineral Commodities Ltd,0.36,ASX
MDX.AX,Mindax Ltd,0.003,ASX
MCR.AX,Mincor Resources NL,1.17,ASX
MSB.AX,Mesoblast Ltd,2.31,ASX
MBK.AX,Metal Bank Ltd,0.013,ASX
MCT.AX,Metalicity Ltd,0.019,ASX
MLM.AX,Metallica Minerals Ltd,0.035,ASX
MLS.AX,Metals Australia Ltd,0.001,ASX
MLX.AX,Metals X Ltd,0.135,ASX
MSE.AX,Metalsearch Ltd,0.046,ASX
MTC.AX,Metalstech Ltd,0.205,ASX
MTS.AX,Metcash Ltd,3.44,ASX
MEI.AX,Meteoric Resources NL,0.081,ASX
MEL.AX,Metgasco Ltd,0.028,ASX
MEQ.AX,Metlifecare Ltd,0.0,ASX
MMI.AX,Metro Mining Ltd,0.061,ASX
MCY.AX,Mercury NZ Ltd,6.36,ASX
MPP.AX,Metro Performance Glass Ltd,0.42,ASX
MXC.AX,MGC Pharmaceuticals Ltd,0.024,ASX
MWR.AX,MGM Wireless Ltd,0.13,ASX
MHJ.AX,Michael Hill International Ltd,0.7,ASX
ASH.AX,Ashley Services Group Ltd,0.395,ASX
MX1.AX,Micro-X Ltd,0.39,ASX
MAM.AX,Microequities Asset Management Group Ltd,0.5,ASX
MDI.AX,Middle Island Resources Ltd,0.4,ASX
MWY.AX,Midway Ltd,0.92,ASX
MHD.AX,Millennium Ltd,0.0,ASX
MIL.AX,Millennium Services Group Ltd,0.57,ASX
MAX.AX,Millinium's Alternative Fund,5.0,ASX
MLT.AX,Milton Corp Ltd,4.77,ASX
MNB.AX,Minbos Resources Ltd,0.039,ASX
MFF.AX,MFF Capital Investments Ltd,2.73,ASX
LYC.AX,Lynas Corporation Ltd,4.18,ASX
LYL.AX,Lycopodium Ltd,4.67,ASX
APZ.AX,Aspen Group Ltd,1.21,ASX
KPG.AX,Kelly Partners Group Holdings Ltd,2.19,ASX
KEY.AX,Key Petroleum Ltd,0.004,ASX
AHN.AX,Athena Resources Ltd,0.02,ASX
KBC.AX,Keybridge Capital Ltd,0.07,ASX
KTD.AX,Keytone Dairy Corporation Ltd,0.24,ASX
KGL.AX,KGL Resources Ltd,0.275,ASX
KIN.AX,Kin Mining NL,0.165,ASX
KPE.AX,Kina Petroleum Corp,0.17,ASX
KSL.AX,Kina Securities Ltd,0.91,ASX
ASX.AX,ASX Ltd,72.6,ASX
KIS.AX,King Island Scheelite Ltd,0.097,ASX
KRR.AX,King River Resources Ltd,0.026,ASX
KCN.AX,Kingsgate Consolidated Ltd,0.98,ASX
KLO.AX,Kingsland Global Ltd,0.069,ASX
KRM.AX,Kingsrose Mining Ltd,0.037,ASX
KSN.AX,Kingston Resources Ltd,0.265,ASX
KWR.AX,Kingwest Resources Ltd,0.175,ASX
KME.AX,Kip McGrath Education Centres Ltd,1.4,ASX
KKC.AX,Kkr Credit Income Fund,2.26,ASX
KSS.AX,Kleos Space SA,0.54,ASX
KNM.AX,Kneomedia Ltd,0.018,ASX
KNO.AX,Knosys Ltd,0.16,ASX
KGN.AX,Kogan.com Ltd,19.42,ASX
KFE.AX,Kogi Iron Ltd,0.027,ASX
KKL.AX,Kollakorn Corporation Ltd,0.015,ASX
KMT.AX,Kopore Metals Ltd,0.017,ASX
KOR.AX,Korab Resources Ltd,0.013,ASX
KZA.AX,Kazia Therapeutics Ltd,1.185,ASX
KPC.AX,Kazakhstan Potash Corp Ltd,0.02,ASX
KMD.AX,Kathmandu Holdings Ltd,1.18,ASX
KAT.AX,Katana Capital Ltd,0.945,ASX
ALX.AX,Atlas Arteria Group,6.49,ASX
JAY.AX,Jayride Group Ltd,0.15,ASX
JBH.AX,JB Hi-Fi Ltd,49.88,ASX
JCS.AX,JCurve Solutions Ltd,0.028,ASX
JRV.AX,Jervois Mining Ltd,0.47,ASX
JJF.AX,Jiajiafu Modern Agriculture Ltd,0.04,ASX
JCI.AX,Jiancheng International Group Ltd,0.405,ASX
JRL.AX,Jindalee Resources Ltd,0.79,ASX
AMI.AX,Aurelia Metals Ltd,0.435,ASX
JYC.AX,Joyce Corporation Ltd,1.81,ASX
JIN.AX,Jumbo Interactive Ltd,13.94,ASX
JPR.AX,Jupiter Energy Ltd,0.047,ASX
JMS.AX,Jupiter Mines Ltd,0.325,ASX
KOV.AX,Korvest Ltd,5.0,ASX
KSC.AX,K&S Corporation Ltd,1.5,ASX
KAM.AX,K2 Asset Management Holdings Ltd,0.071,ASX
KTE.AX,K2 Energy Ltd,0.037,ASX
K2F.AX,K2FLY Ltd,0.35,ASX
KLR.AX,Kaili Resources Ltd,0.026,ASX
KAI.AX,Kairos Minerals Ltd,0.038,ASX
KAU.AX,Kaiser Reef Ltd,0.41,ASX
KZR.AX,Kalamazoo Resources Ltd,0.61,ASX
KPO.AX,Kalina Power Ltd,0.037,ASX
KLL.AX,Kalium Lakes Ltd,0.2,ASX
KGM.AX,Kalnorth Gold Mines Ltd,0.013,ASX
KPT.AX,Kangaroo Island Plantation Timbers Ltd,1.25,ASX
KAR.AX,Karoon Energy Ltd,1.06,ASX
KAS.AX,Kasbah Resources Ltd,0.015,ASX
KTG.AX,K-Tig Ltd,0.34,ASX
KTA.AX,Krakatoa Resources Ltd,0.075,ASX
KRS.AX,Kresta Holdings Ltd,0.048,ASX
KGD.AX,Kula Gold Ltd,0.04,ASX
LNK.AX,Link Administration Holdings Ltd,4.8,ASX
LIO.AX,Lion Energy Ltd,0.02,ASX
AIR.AX,Astivita Ltd,0.7,ASX
LSX.AX,Lion Selection Group Ltd,0.44,ASX
LHB.AX,LionHub Group Ltd,0.003,ASX
LTR.AX,Liontown Resources Ltd,0.415,ASX
LNG.AX,Liquefied Natural Gas Ltd,0.043,ASX
LIT.AX,Lithium Australia NL,0.063,ASX
LI3.AX,Lithium Consolidated Mineral Exploration Ltd,0.025,ASX
LPI.AX,Lithium Power International Ltd,0.22,ASX
LGP.AX,Little Green Pharma Ltd,0.565,ASX
LVH.AX,LiveHire Ltd,0.285,ASX
LVT.AX,Livetiles Ltd,0.245,ASX
LNU.AX,Linius Technologies Ltd,0.05,ASX
LCT.AX,Living Cell Technologies Ltd,0.014,ASX
AO1.AX,AssetOwl Ltd,0.007,ASX
LSR.AX,Lodestar Minerals Ltd,0.014,ASX
LCM.AX,LogiCamms Ltd,0.205,ASX
LCE.AX,London City Equities Ltd,0.43,ASX
AKM.AX,Aspire Mining Ltd,0.105,ASX
LCL.AX,Los Cerros Ltd,0.125,ASX
LOT.AX,Lotus Resources Ltd,0.13,ASX
LVE.AX,Love Group Global Ltd,0.068,ASX
LOV.AX,Lovisa Holdings Ltd,11.62,ASX
LRT.AX,Lowell Resources Fund,1.25,ASX
LOM.AX,Lucapa Diamond Co Ltd,0.058,ASX
ASP.AX,Aspermont Ltd,0.008,ASX
LRM.AX,Lustrum Minerals Ltd,0.045,ASX
LPE.AX,Locality Planning Energy Holdings Ltd,0.285,ASX
JHL.AX,Jayex Healthcare Ltd,0.04,ASX
LAU.AX,Lindsay Australia Ltd,0.34,ASX
ARO.AX,Astro Resources NL,0.005,ASX
KYK.AX,Kyckr Ltd,0.078,ASX
LSF.AX,L1 Long Short Fund Ltd,1.935,ASX
LSA.AX,Lachlan Star Ltd,0.015,ASX
LKE.AX,Lake Resources NL,0.083,ASX
LKO.AX,Lakes Oil NL,0.001,ASX
LHM.AX,Land & Homes Group Ltd,0.008,ASX
LNY.AX,Laneway Resources Ltd,0.007,ASX
LGR.AX,Lanka Graphite Ltd,0.0,ASX
LRK.AX,Lark Distilling Co Ltd,1.44,ASX
LBL.AX,LaserBond Ltd,0.642,ASX
LRS.AX,Latin Resources Ltd,0.032,ASX
LCD.AX,Latitude Consolidated Ltd,0.027,ASX
ATR.AX,Astron Ltd,0.2,ASX
LIN.AX,Lindian Resources Ltd,0.022,ASX
LMG.AX,Latrobe Magnesium Ltd,0.023,ASX
LBT.AX,LBT Innovations Ltd,0.115,ASX
LER.AX,Leaf Resources Ltd,0.041,ASX
LEX.AX,Lefroy Exploration Ltd,0.22,ASX
LCY.AX,Legacy Iron Ore Ltd,0.045,ASX
LEG.AX,Legend Mining Ltd,0.11,ASX
LCK.AX,Leigh Creek Energy Ltd,0.165,ASX
